"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","Flow"
"KEGG_ADHERENS_JUNCTION14","KEGG_ADHERENS_JUNCTION","KEGG_ADHERENS_JUNCTION",57,-0.509525594147189,-1.60225224113483,0.00776710722379042,0.0423154222796095,0.0323251646887844,1598,"tags=30%, list=13%, signal=26%","CTNND1/SMAD3/MAP3K7/TJP1/ACP1/WASF2/CTNNB1/CTNNA1/LMO7/VCL/MAPK3/CDH1/RHOA/RAC1/CDC42/ACTN1/ACTB","P2: C3->G0"
"KEGG_BASE_EXCISION_REPAIR14","KEGG_BASE_EXCISION_REPAIR","KEGG_BASE_EXCISION_REPAIR",33,0.621521734163298,1.64361026426166,0.00797947962986923,0.0423154222796095,0.0323251646887844,2369,"tags=45%, list=19%, signal=37%","PCNA/HMGB1/POLE/LIG1/POLE3/UNG/MBD4/POLE2/FEN1/POLD1/POLD3/PARP2/PARP1/MUTYH/APEX1","P2: C3->G0"
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION14","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",49,-0.533304894695682,-1.6347483764164,0.00907925166650256,0.0467314424011161,0.0356986056237098,629,"tags=16%, list=5%, signal=16%","ATP6V0D1/ATP6V1D/ATP6V1F/ATP6V1G1/ATP6V0B/ATP6V0E1/RAC1/CDC42","P2: C3->G0"
"KEGG_PATHWAYS_IN_CANCER14","KEGG_PATHWAYS_IN_CANCER","KEGG_PATHWAYS_IN_CANCER",219,-0.35241449771794,-1.37867862367329,0.0110520102789113,0.0540852529151988,0.0413162533547684,1103,"tags=16%, list=9%, signal=15%","CBLC/RBX1/SOS2/BAD/CTNNB1/PPARG/BIRC2/SOS1/BCL2L1/ETS1/TGFB1/VEGFA/NRAS/ITGAV/RALB/JAK1/RALA/CTNNA1/EGLN3/ITGA6/JUP/CDKN1A/ITGA3/MAPK3/CDH1/GSTP1/PDGFB/RHOA/RAC1/CDC42/LAMA3/ITGA2/SLC2A1/ITGB1/LAMB3/LAMC2","P2: C3->G0"
"KEGG_PENTOSE_PHOSPHATE_PATHWAY14","KEGG_PENTOSE_PHOSPHATE_PATHWAY","KEGG_PENTOSE_PHOSPHATE_PATHWAY",21,-0.662036792564148,-1.69936666488533,0.0111261091711266,0.0540852529151988,0.0413162533547684,679,"tags=29%, list=6%, signal=27%","TKT/TALDO1/PGLS/PFKP/DERA/ALDOA","P2: C3->G0"
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION14","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",61,-0.493760136459249,-1.57121477270472,0.0138361604622564,0.065441299483645,0.0499912483273559,1968,"tags=26%, list=16%, signal=22%","PPP1R12A/ARHGEF1/MAP2K1/MAP2K2/ROCK1/GNA13/RAMP1/CALD1/PPP1CB/CALM1/PPP1CA/CALM2/MAPK3/RHOA/MYL6/MYL9","P2: C3->G0"
"KEGG_HOMOLOGOUS_RECOMBINATION14","KEGG_HOMOLOGOUS_RECOMBINATION","KEGG_HOMOLOGOUS_RECOMBINATION",23,0.638874726983034,1.54886155501475,0.0159858365928039,0.0736189843089655,0.0562382616976759,3088,"tags=65%, list=25%, signal=49%","RPA3/RAD51C/RPA1/RAD54B/RAD54L/RPA2/POLD1/POLD3/BRCA2/BLM/XRCC3/XRCC2/TOP3A/RAD51/EME1","P2: C3->G0"
"KEGG_NITROGEN_METABOLISM14","KEGG_NITROGEN_METABOLISM","KEGG_NITROGEN_METABOLISM",14,0.715971040003099,1.55996079261808,0.0177985833001007,0.0798654378850675,0.0610099886400215,1735,"tags=36%, list=14%, signal=31%","GLUL/GLS/CA2/CA12/CTH","P2: C3->G0"
"KEGG_LYSOSOME14","KEGG_LYSOSOME","KEGG_LYSOSOME",105,-0.395074486870175,-1.36944154929564,0.019368598538741,0.0847376186069919,0.0647318951163186,1474,"tags=19%, list=12%, signal=17%","CD68/MFSD8/AP1S3/LIPA/CTSZ/GLB1/CTSD/LAMP1/CTSA/HGSNAT/AP1M2/SUMF1/ATP6V0D1/LAPTM4A/AP3S1/CTSL/CTSE/ATP6V0B/CD63/CLTB","P2: C3->G0"
"KEGG_ONE_CARBON_POOL_BY_FOLATE14","KEGG_ONE_CARBON_POOL_BY_FOLATE","KEGG_ONE_CARBON_POOL_BY_FOLATE",16,0.692069671754362,1.53565053914275,0.0201487314030251,0.0860006828177901,0.0656967622126878,1286,"tags=38%, list=11%, signal=34%","SHMT2/TYMS/DHFR/SHMT1/MTHFD1/MTHFD2","P2: C3->G0"
"KEGG_RENAL_CELL_CARCINOMA14","KEGG_RENAL_CELL_CARCINOMA","KEGG_RENAL_CELL_CARCINOMA",56,-0.501289203053395,-1.56876972233551,0.0208133589584951,0.0867223289937298,0.0662480347801725,2157,"tags=48%, list=18%, signal=40%","RAP1A/EGLN2/TGFA/HRAS/EGLN1/VEGFB/FLCN/MAP2K1/PIK3CB/MAP2K2/PIK3CA/FH/KRAS/RBX1/SOS2/SOS1/ETS1/TGFB1/VEGFA/NRAS/PAK2/EGLN3/MAPK3/PDGFB/RAC1/CDC42/SLC2A1","P2: C3->G0"
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION14","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",12,0.729720208488747,1.54884453809911,0.0216374146594431,0.0879647223058335,0.0671971111749826,1691,"tags=50%, list=14%, signal=43%","GLS/CA2/ATP1B1/ATP1A1/PCK1/ATP1B3","P2: C3->G0"
"KEGG_NUCLEOTIDE_EXCISION_REPAIR14","KEGG_NUCLEOTIDE_EXCISION_REPAIR","KEGG_NUCLEOTIDE_EXCISION_REPAIR",41,0.569221369200365,1.55605999363927,0.0221168444654667,0.0879647223058335,0.0671971111749826,1878,"tags=41%, list=15%, signal=35%","PCNA/RPA3/POLE/LIG1/POLE3/RFC4/RPA1/DDB1/POLE2/RPA2/POLD1/POLD3/RFC2/RAD23A/RFC1/RFC5/RFC3","P2: C3->G0"
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS14","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",63,-0.459630726315185,-1.47904118711067,0.0246489382449398,0.0958569820636546,0.0732260855463708,1152,"tags=25%, list=9%, signal=23%","ASAP1/VASP/WASF2/ARPC4/ASAP2/CFL2/ARPC5/ARPC2/ARPC1A/GSN/MAPK3/ARPC1B/CFL1/RAC1/CDC42/ARPC3","P2: C3->G0"
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION14","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",97,-0.393717192143275,-1.35128044338906,0.0375229143420296,0.142750217605547,0.109048286531756,709,"tags=11%, list=6%, signal=11%","TGFB1/IL2RG/VEGFA/IFNGR2/CLCF1/IL13RA1/OSMR/PDGFB/IL11/TNFRSF12A/IL23A","P2: C3->G0"
"KEGG_PPAR_SIGNALING_PATHWAY14","KEGG_PPAR_SIGNALING_PATHWAY","KEGG_PPAR_SIGNALING_PATHWAY",42,0.526416852719633,1.44142961570539,0.0451713395638629,0.168191157950553,0.128482869532152,1540,"tags=26%, list=13%, signal=23%","FABP5/FABP1/HMGCS2/APOA1/PLTP/ACSL3/PCK1/NR1H3/ACOX1/FABP6/ANGPTL4","P2: C3->G0"
"KEGG_ENDOCYTOSIS14","KEGG_ENDOCYTOSIS","KEGG_ENDOCYTOSIS",145,-0.354817274980122,-1.2979554609939,0.0463836209304825,0.169106951309051,0.129182453030072,1978,"tags=29%, list=16%, signal=25%","MVB12A/CHMP4A/SH3GL1/RAB11A/AP2B1/CHMP6/RAB11FIP5/ACAP1/VPS37A/HLA-E/SMURF2/VPS4A/SNF8/SH3KBP1/EHD2/CHMP4B/RAB4A/EPS15/ASAP1/RAB5A/CBLC/SMAP1/ARFGAP3/CHMP2B/RAB5C/EPN1/TSG101/VPS25/IL2RG/ASAP2/CHMP4C/AP2M1/CHMP5/RAB22A/AP2S1/VPS28/SH3GLB1/CHMP2A/CHMP3/CDC42/HLA-C/CLTB","P2: C3->G0"
"KEGG_PYRIMIDINE_METABOLISM14","KEGG_PYRIMIDINE_METABOLISM","KEGG_PYRIMIDINE_METABOLISM",84,0.444317116415189,1.363402048299,0.0506706408345753,0.180966574409197,0.138242135037402,1477,"tags=30%, list=12%, signal=26%","RRM2/TK1/DUT/POLR2A/DTYMK/POLE/TYMS/POLE3/POLR2K/POLR3K/POLR1C/NME1-NME2/RRM1/PRIM1/PRIM2/NME3/POLE2/POLR2J/ENTPD5/POLR2J3/UCK2/UMPS/POLD1/POLD3/UCKL1","P2: C3->G0"
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM14","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",27,-0.538636415284304,-1.44309128397169,0.0536659850094553,0.187830947533094,0.143485896762123,606,"tags=15%, list=5%, signal=14%","TPI1/PFKP/PHPT1/ALDOA","P2: C3->G0"
"KEGG_ARACHIDONIC_ACID_METABOLISM14","KEGG_ARACHIDONIC_ACID_METABOLISM","KEGG_ARACHIDONIC_ACID_METABOLISM",31,0.544756097066979,1.43260848364219,0.0604651162790698,0.207478340173279,0.158494732042144,1456,"tags=19%, list=12%, signal=17%","GPX2/PTGS2/CBR3/GGT1/GGT6/AKR1C3","P2: C3->G0"
"KEGG_SMALL_CELL_LUNG_CANCER14","KEGG_SMALL_CELL_LUNG_CANCER","KEGG_SMALL_CELL_LUNG_CANCER",64,-0.411343587318708,-1.32910407925783,0.0716332378223496,0.241073396517523,0.184158323956243,843,"tags=16%, list=7%, signal=15%","BIRC2/BCL2L1/ITGAV/ITGA6/ITGA3/LAMA3/ITGA2/ITGB1/LAMB3/LAMC2","P2: C3->G0"
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY14","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",30,0.534236054441543,1.3981667368199,0.073959938366718,0.244207343663692,0.186552376813767,610,"tags=17%, list=5%, signal=16%","IL18/POLR3K/PYCARD/IRF3/POLR1C","P2: C3->G0"
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION14","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",38,-0.463678102395512,-1.31913946988319,0.0930232558139535,0.301464254952627,0.230291491001405,2212,"tags=50%, list=18%, signal=41%","CREB5/RAB5B/DCTN4/STX4/DYNC2LI1/DCTN5/RAB11A/DYNC1I2/DCTN6/CREB1/VAMP2/DYNC1LI1/RAB5A/ARHGDIA/DYNC1LI2/RAB5C/CREB3/DYNLL1/DCTN2","P2: C3->G0"
"KEGG_STEROID_BIOSYNTHESIS14","KEGG_STEROID_BIOSYNTHESIS","KEGG_STEROID_BIOSYNTHESIS",15,-0.593992434250857,-1.40013978212007,0.1,0.31477070967568,0.240456421827437,1405,"tags=47%, list=12%, signal=41%","LSS/LIPA/FDFT1/DHCR24/DHCR7/SQLE/MSMO1","P2: C3->G0"
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY14","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",91,-0.369765102998931,-1.24888195869892,0.100726627096218,0.31477070967568,0.240456421827437,1116,"tags=26%, list=9%, signal=24%","SHC2/MAP2K1/PIK3CB/MAP2K2/PIK3CA/KRAS/NFKBIE/IRAK1/SOS2/BAD/ARHGDIA/SOS1/NRAS/CALM1/YWHAQ/MAPKAPK2/FOXO3/YWHAB/CALM2/YWHAZ/MAPK3/RHOA/RAC1/CDC42","P2: C3->G0"
"KEGG_TYPE_II_DIABETES_MELLITUS14","KEGG_TYPE_II_DIABETES_MELLITUS","KEGG_TYPE_II_DIABETES_MELLITUS",26,0.527482254621922,1.32900701355422,0.116719242902208,0.358348552769937,0.273745962115982,1150,"tags=23%, list=9%, signal=21%","SOCS1/PIK3R3/MAFA/IRS1/PIK3R1/IRS2","P2: C3->G0"
"KEGG_ENDOMETRIAL_CANCER14","KEGG_ENDOMETRIAL_CANCER","KEGG_ENDOMETRIAL_CANCER",41,-0.431326582647005,-1.26473087659148,0.134831460674157,0.405936157313441,0.310098598368764,2220,"tags=44%, list=18%, signal=36%","EGFR/HRAS/MAP2K1/PIK3CB/MAP2K2/PIK3CA/KRAS/CCND1/SOS2/BAD/CTNNB1/ILK/SOS1/NRAS/FOXO3/CTNNA1/MAPK3/CDH1","P2: C3->G0"
"KEGG_RNA_DEGRADATION14","KEGG_RNA_DEGRADATION","KEGG_RNA_DEGRADATION",50,0.442373152970191,1.24939407683781,0.136858475894246,0.405936157313441,0.310098598368764,3142,"tags=42%, list=26%, signal=31%","LSM5/HSPD1/LSM6/LSM3/CNOT10/EXOSC8/CNOT3/DIS3/DCP2/LSM4/LSM2/PARN/EXOSC6/EXOSC2/MPHOSPH6/EXOSC3/CNOT8/EXOSC10/EXOSC5/EXOSC7/CNOT1","P2: C3->G0"
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION14","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",24,0.524335356706224,1.28204243976258,0.145424836601307,0.421170410403648,0.321736193210606,1708,"tags=46%, list=14%, signal=39%","SGK1/PIK3R3/IRS1/ATP1B1/PIK3R1/ATP1A1/IRS2/SCNN1A/NEDD4L/ATP1B3/PRKCA","P2: C3->G0"
"KEGG_BASAL_CELL_CARCINOMA14","KEGG_BASAL_CELL_CARCINOMA","KEGG_BASAL_CELL_CARCINOMA",29,0.493670762818426,1.28153170736888,0.148031496062992,0.421170410403648,0.321736193210606,381,"tags=14%, list=3%, signal=13%","BMP2/TCF7/FZD7/FZD5","P2: C3->G0"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE14","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",16,-0.545730941518966,-1.30300078187509,0.149214659685864,0.421170410403648,0.321736193210606,1490,"tags=25%, list=12%, signal=22%","CSGALNACT2/CHPF2/CHST11/CHPF","P2: C3->G0"
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY14","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",41,0.445744434042346,1.21851553495793,0.159442724458204,0.442896456828345,0.338332932434285,1323,"tags=17%, list=11%, signal=15%","ISG15/IRF3/IFIH1/AZI2/CASP10/CASP8/TANK","P2: C3->G0"
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG14","KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG","KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",13,0.601158279976212,1.29091756765189,0.169934640522876,0.464665032679739,0.354962160302718,3905,"tags=77%, list=32%, signal=52%","HES1/MAFA/MNX1/HNF1A/HHEX/HNF4G/FOXA2/PAX6/HNF1B/NR5A2","P2: C3->G0"
"KEGG_ABC_TRANSPORTERS14","KEGG_ABC_TRANSPORTERS","KEGG_ABC_TRANSPORTERS",21,0.53457383335983,1.26813447638003,0.176282051282051,0.467914438502674,0.357444413171967,2784,"tags=38%, list=23%, signal=29%","ABCA12/ABCC3/ABCG1/ABCB9/ABCA7/ABCA2/ABCB8/ABCC1","P2: C3->G0"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE14","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",13,0.596756429531323,1.28146510519939,0.176470588235294,0.467914438502674,0.357444413171967,3139,"tags=46%, list=26%, signal=34%","EXT1/HS3ST1/HS2ST1/HS6ST1/EXTL2/GLCE","P2: C3->G0"
"KEGG_DORSO_VENTRAL_AXIS_FORMATION14","KEGG_DORSO_VENTRAL_AXIS_FORMATION","KEGG_DORSO_VENTRAL_AXIS_FORMATION",20,-0.497974486218997,-1.25912697540961,0.179624664879357,0.46916890080429,0.358402709185833,2438,"tags=55%, list=20%, signal=44%","NOTCH3/PIWIL2/EGFR/MAP2K1/SPIRE1/KRAS/SOS2/ETS2/SOS1/ETS1/MAPK3","P2: C3->G0"
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM14","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",22,0.516538106260133,1.24765989585625,0.191247974068071,0.492182286204595,0.375982859235992,706,"tags=14%, list=6%, signal=13%","GLUL/GLS/GAD1","P2: C3->G0"
"KEGG_JAK_STAT_SIGNALING_PATHWAY14","KEGG_JAK_STAT_SIGNALING_PATHWAY","KEGG_JAK_STAT_SIGNALING_PATHWAY",74,-0.357519833564176,-1.16750321695468,0.197058823529412,0.499786871270247,0.381792076098174,1103,"tags=16%, list=9%, signal=15%","CBLC/SOS2/SOS1/BCL2L1/IL2RG/IFNGR2/JAK1/CLCF1/IL13RA1/OSMR/IL11/IL23A","P2: C3->G0"
"KEGG_VEGF_SIGNALING_PATHWAY14","KEGG_VEGF_SIGNALING_PATHWAY","KEGG_VEGF_SIGNALING_PATHWAY",55,-0.369287109781058,-1.14894759284536,0.200549450549451,0.501373626373626,0.383004213831282,2227,"tags=29%, list=18%, signal=24%","MAPK13/HRAS/SHC2/MAP2K1/SPHK1/PIK3CB/MAP2K2/PIK3CA/KRAS/BAD/VEGFA/NRAS/MAPKAPK2/MAPK3/RAC1/CDC42","P2: C3->G0"
"KEGG_N_GLYCAN_BIOSYNTHESIS14","KEGG_N_GLYCAN_BIOSYNTHESIS","KEGG_N_GLYCAN_BIOSYNTHESIS",40,-0.41303860584601,-1.20206289804705,0.20391061452514,0.502212583245706,0.383645101186194,2432,"tags=38%, list=20%, signal=30%","FUT8/ALG14/MGAT4B/DPM2/B4GALT3/ALG1/TUSC3/B4GALT2/B4GALT1/STT3B/DDOST/ALG2/ALG13/RPN2/DAD1","P2: C3->G0"
"KEGG_RETINOL_METABOLISM14","KEGG_RETINOL_METABOLISM","KEGG_RETINOL_METABOLISM",26,0.486687836855589,1.22622428133856,0.206624605678233,0.502212583245706,0.383645101186194,2195,"tags=38%, list=18%, signal=32%","ALDH1A1/RDH10/RDH5/ALDH1A2/RETSAT/DHRS3/UGT1A6/UGT2A3/DGAT1/UGT1A8","P2: C3->G0"
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM14","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",17,0.554332606675101,1.25324000667027,0.213716108452951,0.512333136702279,0.391376290894372,2488,"tags=47%, list=20%, signal=37%","SHMT2/PHGDH/SHMT1/GATM/CTH/PSPH/GCAT/GAMT","P2: C3->G0"
"KEGG_RIBOFLAVIN_METABOLISM14","KEGG_RIBOFLAVIN_METABOLISM","KEGG_RIBOFLAVIN_METABOLISM",11,-0.556146706896465,-1.23308079257488,0.222222222222222,0.525525525525526,0.401454085664612,2591,"tags=55%, list=21%, signal=43%","MTMR1/RFK/ACP2/MTMR2/ACP1/PHPT1","P2: C3->G0"
"KEGG_PROPANOATE_METABOLISM14","KEGG_PROPANOATE_METABOLISM","KEGG_PROPANOATE_METABOLISM",28,-0.440590288621681,-1.19249921708244,0.230563002680965,0.537980339588919,0.410968439866422,1509,"tags=25%, list=12%, signal=22%","ACAT1/ECHS1/PCCB/HADHA/SUCLG1/SUCLG2/LDHA","P2: C3->G0"
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY14","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",69,-0.340974596462713,-1.11020284778034,0.267605633802817,0.616197183098592,0.470719051148999,1946,"tags=23%, list=16%, signal=20%","SHC2/MAP2K1/PIK3CB/MAP2K2/PIK3CA/HLA-E/KRAS/RAET1L/SOS2/MICA/SOS1/NRAS/IFNGR2/MAPK3/RAC1/HLA-C","P2: C3->G0"
"KEGG_THYROID_CANCER14","KEGG_THYROID_CANCER","KEGG_THYROID_CANCER",23,-0.432932105298517,-1.13694786389112,0.275064267352185,0.617617401325267,0.471803969734189,2157,"tags=43%, list=18%, signal=36%","HRAS/MAP2K1/MAP2K2/KRAS/CCND1/CTNNB1/PPARG/NRAS/MAPK3/CDH1","P2: C3->G0"
"KEGG_LEISHMANIA_INFECTION14","KEGG_LEISHMANIA_INFECTION","KEGG_LEISHMANIA_INFECTION",39,-0.384939509496927,-1.1124181609733,0.275280898876405,0.617617401325267,0.471803969734189,709,"tags=15%, list=6%, signal=15%","IRAK1/TGFB1/IFNGR2/JAK1/MAPK3/ITGB1","P2: C3->G0"
"KEGG_ALLOGRAFT_REJECTION14","KEGG_ALLOGRAFT_REJECTION","KEGG_ALLOGRAFT_REJECTION",14,-0.49340012912618,-1.14306768806937,0.296758104738155,0.649158354114713,0.495898411865074,1849,"tags=36%, list=15%, signal=30%","HLA-B/HLA-A/HLA-DRB1/HLA-E/HLA-C","P2: C3->G0"
"KEGG_AUTOIMMUNE_THYROID_DISEASE14","KEGG_AUTOIMMUNE_THYROID_DISEASE","KEGG_AUTOIMMUNE_THYROID_DISEASE",14,-0.49340012912618,-1.14306768806937,0.296758104738155,0.649158354114713,0.495898411865074,1849,"tags=36%, list=15%, signal=30%","HLA-B/HLA-A/HLA-DRB1/HLA-E/HLA-C","P2: C3->G0"
"KEGG_LONG_TERM_DEPRESSION14","KEGG_LONG_TERM_DEPRESSION","KEGG_LONG_TERM_DEPRESSION",41,-0.378856411213449,-1.11087843952438,0.311797752808989,0.670053093730856,0.511860107692142,2157,"tags=29%, list=18%, signal=24%","IGF1R/HRAS/PPP2CB/MAP2K1/MAP2K2/KRAS/GNA13/PPP2R1A/NRAS/GNAI2/GNAI3/MAPK3","P2: C3->G0"
"KEGG_PYRUVATE_METABOLISM14","KEGG_PYRUVATE_METABOLISM","KEGG_PYRUVATE_METABOLISM",35,-0.387952036308941,-1.0966853754059,0.315789473684211,0.670053093730856,0.511860107692142,838,"tags=37%, list=7%, signal=35%","HAGHL/AKR1B1/ACSS2/HAGH/ME1/MDH1/DLD/ACAT1/ACYP2/MDH2/GLO1/PKM/LDHA","P2: C3->G0"
"KEGG_PURINE_METABOLISM14","KEGG_PURINE_METABOLISM","KEGG_PURINE_METABOLISM",113,0.338975224322722,1.07616719954166,0.317796610169492,0.670053093730856,0.511860107692142,2499,"tags=30%, list=21%, signal=24%","RRM2/POLR2A/POLE/POLE3/POLR2K/GDA/POLR3K/POLR1C/NME1-NME2/RRM1/PRIM1/PDE7A/PRIM2/NME3/POLE2/POLR2J/ENTPD5/POLR2J3/POLD1/POLD3/PRPS2/PAICS/NT5C3A/PDE4D/ADCY9/POLR2D/POLR2H/PRPS1/GUCY2C/POLR2B/POLR2F/POLA2/CANT1/AMPD2","P2: C3->G0"
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS14","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",17,-0.461017967040174,-1.11323220022029,0.330666666666667,0.688888888888889,0.52624895572264,936,"tags=24%, list=8%, signal=22%","HADHA/ELOVL5/SCD/HSD17B12","P2: C3->G0"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES14","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",13,-0.488096728294425,-1.09759729876647,0.335897435897436,0.691553544494721,0.528284512185441,2501,"tags=46%, list=21%, signal=37%","FUT3/B4GALT3/B4GALT2/B3GNT3/B4GALT1/B3GNT5","P2: C3->G0"
"KEGG_SELENOAMINO_ACID_METABOLISM14","KEGG_SELENOAMINO_ACID_METABOLISM","KEGG_SELENOAMINO_ACID_METABOLISM",21,0.456102702668525,1.08198255494249,0.363782051282051,0.704861111111111,0.538450292397661,2213,"tags=29%, list=18%, signal=23%","MAT2A/GGT1/GGT6/MAT2B/CTH/TRMT11","P2: C3->G0"
"KEGG_DRUG_METABOLISM_CYTOCHROME_P45014","KEGG_DRUG_METABOLISM_CYTOCHROME_P450","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",29,-0.400413209599774,-1.07912643860566,0.367847411444142,0.704861111111111,0.538450292397661,546,"tags=14%, list=4%, signal=13%","ADH5/GSTM3/GSTP1/MGST3","P2: C3->G0"
"KEGG_CITRATE_CYCLE_TCA_CYCLE14","KEGG_CITRATE_CYCLE_TCA_CYCLE","KEGG_CITRATE_CYCLE_TCA_CYCLE",28,-0.395200780593098,-1.06964822788527,0.375335120643432,0.704861111111111,0.538450292397661,2321,"tags=43%, list=19%, signal=35%","DLST/MDH1/DLD/SDHB/IDH3G/FH/SDHD/IDH3A/SUCLG1/SUCLG2/MDH2/SDHC","P2: C3->G0"
"KEGG_CHEMOKINE_SIGNALING_PATHWAY14","KEGG_CHEMOKINE_SIGNALING_PATHWAY","KEGG_CHEMOKINE_SIGNALING_PATHWAY",95,-0.301529531553029,-1.02873502337737,0.378205128205128,0.704861111111111,0.538450292397661,1609,"tags=21%, list=13%, signal=18%","SHC2/MAP2K1/PIK3CB/PIK3CA/ROCK1/KRAS/GNB2/CXCL16/SOS2/GNB1/SOS1/NRAS/GNAI2/GNG5/FOXO3/GNAI3/MAPK3/RHOA/RAC1/CDC42","P2: C3->G0"
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS14","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",119,0.324300375234719,1.04349981600921,0.379694019471488,0.704861111111111,0.538450292397661,64,"tags=3%, list=1%, signal=3%","UBE2C/UBE2S/SOCS1/CDC20","P2: C3->G0"
"KEGG_ACUTE_MYELOID_LEUKEMIA14","KEGG_ACUTE_MYELOID_LEUKEMIA","KEGG_ACUTE_MYELOID_LEUKEMIA",42,-0.348776212686247,-1.0342365896616,0.380555555555556,0.704861111111111,0.538450292397661,1905,"tags=31%, list=16%, signal=26%","MAP2K1/PIK3CB/MAP2K2/EIF4EBP1/PIK3CA/KRAS/CCND1/SOS2/BAD/SOS1/NRAS/JUP/MAPK3","P2: C3->G0"
